ANTENNA_ID,GAIN,FRONT_TO_BACK,H_BEAMWIDTH,V_BEAMWIDTH,BAND_MIN_FREQ,BAND_MIN_FREQ_UNIT,BAND_MAX_FREQ,BAND_MAX_FREQ_UNIT,ANTENNA_SIZE,ANTENNA_TYPE,MODEL,MANUFACTURER
93659,16.1,29,63,,,MHz,,MHz,,Panel(1sector),RRZZVVT4S4-65D-R8 (900),Commscope
93660,16.8,32,70,,,MHz,,MHz,,Panel(1sector),RRZZVVT4S4-65D-R8 (1800),Commscope
93661,16.8,32,70,,,MHz,,MHz,,Panel(1sector),RRZZVVT4S4-65D-R8 (2100),Commscope
93662,16.3,31,90,,,MHz,,MHz,,Panel(1sector),RRZZVVT4S4-65D-R8 (2300),Commscope
93663,16.3,31,90,,,MHz,,MHz,,Panel(1sector),RRZZVVT4S4-65D-R8 (2600),Commscope
93664,23,28,105,,,MHz,,MHz,,Panel(1sector),AENB,Nokia
93725,15.6,30,83,,,MHz,,MHz,,Cellular,NHH-85C-R2B (850),Commscope
93726,15.5,30,81.5,,,MHz,,MHz,,Cellular,NHH-85C-R2B (700),Commscope
93737,5.1,0,360,,,MHz,,MHz,,Dipole,BA404040-41-D-ICE,RFI
93789,21.2,31,90,,,MHz,,MHz,,Panel,RRZZVVT4S4-65D-R8_BF_2350,COMMSCOPE
93798,34.2,63,3.2,,,MHz,,MHz,,Parabolic High Performance,SLA0318S3S00A20,Shenglu
93800,39.4,67,1.8,,,MHz,,MHz,,Parabolic High Performance,SLA0618S03S00A20,Shenglu
93807,52,70,0.38,,,MHz,,MHz,,Parabolic Standard,13001,ViaSat
93826,20.3,28,87,,,MHz,,MHz,,Panel,RRZZVVT4S4-65D-R8_BF_3500,COMMSCOPE
93857,40.8,70,1.6,,,MHz,,MHz,,Parabolic High Performance,VHLP4-11W/A,Andrew
93872,17.7,33,37,,,MHz,,MHz,,Panel(1sector),RVV-33B-R3_700,COMMSCOPE
93873,18.7,35,30,,,MHz,,MHz,,Panel(1sector),RVV-33B-R3_900,COMMSCOPE
93874,20,35,35,,,MHz,,MHz,,Panel(1sector),RVV-33B-R3_1800,COMMSCOPE
93875,20.8,36,33,,,MHz,,MHz,,Panel(1sector),RVV-33B-R3_2100,COMMSCOPE
93876,21.6,34,28,,,MHz,,MHz,,Panel(1sector),RVV-33B-R3_2300,COMMSCOPE
93877,21.5,35,26,,,MHz,,MHz,,Panel(1sector),RVV-33B-R3_2600,COMMSCOPE
93878,35.3,61,3,,,MHz,,MHz,,Parabolic High Performance,VHLP3-7W/A,Andrew
93907,15.7,29,69,,,MHz,,MHz,,Panel(1sector),RR2VV-6533D-R6_700,cOMMSCOPE
93908,16.1,28,62,,,MHz,,MHz,,Panel(1sector),RR2VV-6533D-R6_850,Commscope
93910,19,36,30,,,MHz,,MHz,,Panel(Multi-sector),RR2VV-6533D-R6_1800,Commscope
93911,19.5,36,30,,,MHz,,MHz,,Panel(Multi-sector),RR2VV-6533D-R6_2100,Commscope
93965,40.8,67,1.3,,,MHz,,MHz,,Parabolic High Performance,VHLPX6-7W/D,Andrew
93994,20.2,30,33,,,MHz,,MHz,,Cellular,AW3843 (3.4),Alpha Wireless
93995,20.2,30,33,,,MHz,,MHz,,Cellular,AW3843 (2.3),Alpha Wireless
93996,17.7,25,63,,,MHz,,MHz,,Cellular,AW3842 (3.4),Alpha Wireless
93997,17.6,25,63,,,MHz,,MHz,,Cellular,AW3842 (2.3),Alpha Wireless
94,18.2,20,18,,,MHz,,MHz,0,Yagi (Horizontal Polarisation)-Y,YV11-4(H),RFS
94104,43.8,73,1,,,MHz,,MHz,,Parabolic Dual Band,ANT0/0 B 1.8 6/11 HPX/HPX (11 GHz),Ericsson
94152,5.2,0,360,,,MHz,,MHz,,Parallel array of vertical dipoles,214-P2-ICE,Polar Electronic Industries
94203,35.8,60,2.2,,,MHz,,MHz,,Parabolic Dual Band,ANT3/3 C 1.2 7/8/18 HPX/HPX (8 GHz),Ericsson
94204,43.2,70,0.8,,,MHz,,MHz,,Parabolic Dual Band,ANT3/3 C 1.2 7/8/18 HPX/HPX (18 GHz),Ericsson
94256,22.5,28,13,,,MHz,,MHz,,Lens,MS-MBA-4.4-SH2-SH2-45 (3.4),Matsing
94257,20.5,28,17,,,MHz,,MHz,,Lens,MS-MBA-4.4-SH2-SH2-45 (2.3),Matsing
94265,39,67,2.1,,,MHz,,MHz,,Parabolic High Performance,VHLP2-18/D,Andrew
94327,15.1,30,70,,,MHz,,MHz,,Panel(1sector),RRZZVVT4S4-65B-R8_700,Commscope
94328,15.7,29,61,,,MHz,,MHz,,Panel(1sector),RRZZVVT4S4-65B-R8_900,Commscope
94329,16.3,28,68,,,MHz,,MHz,,Panel(1sector),RRZZVVT4S4-65B-R8_1800,Commscope
94330,16.3,28,68,,,MHz,,MHz,,Panel(1sector),RRZZVVT4S4-65B-R8_2100,Commscope
94332,17.2,31,63,,,MHz,,MHz,,Panel(1sector),RRZZVVT4S4-65B-R8_2600,Commscope
94335,20.8,29,90,,,MHz,,MHz,,Panel(1sector),RRZZVVT4S4-65B-R8_BF3500,Commscope
94339,35.7,62,3,,,MHz,,MHz,,Parabolic High Performance,THP12-059W UNI DC,Faini Telecommunication Systems
94358,34.1,60,3.4,,,MHz,,MHz,,Parabolic High Performance,THP06-100W UNI DC OMT,Faini Telecommunication Systems
94387,39.3,68,2,,,MHz,,MHz,,Parabolic High Performance,THP18-059W UNI DC,Faini Telecommunication Systems
94405,35,61.6,3.2,,,MHz,,MHz,,Parabolic Dual Band,MT1180M50VH/AV (11 GHz),MTI Wireless Edge
94406,51.06,67,0.5,,,MHz,,MHz,,Parabolic Dual Band,MT1180M50VH/AV (80 GHz),MTI Wireless Edge
94447,39.3,66,1.8,,,MHz,,MHz,,Parabolic High Performance,VHLP6-6W/B,Andrew
94456,25.2,25,116,,,MHz,,MHz,,Cellular,AIR 3258_B78V_Traffic,Ericsson
94460,16.7,30,69,,,MHz,,MHz,,Cellular,RRVV-65D-R6D (2.5),Commscope
94461,16.7,30,61,,,MHz,,MHz,,Cellular,RRVV-65D-R6D (2.1),Commscope
94462,16.3,30,60,,,MHz,,MHz,,Cellular,RRVV-65D-R6D (1.8),Commscope
94464,16.4,30,64,,,MHz,,MHz,,Cellular,RRVV-65D-R6D (850),Commscope
94465,16.1,30,74,,,MHz,,MHz,,Cellular,RRVV-65D-R6D (700),Commscope
94503,24,99,122,,,MHz,,MHz,,Panel(1sector),AWEUD,NOKIA
94519,49.7,68,0.5,,,MHz,,MHz,,Parabolic High Performance,ANT3 A 0.6 80 HPX,Ericsson
94547,41.4,70,1,,,MHz,,MHz,,Parabolic Dual Band,ANT3/3 C 1.2 7/8/15 HPX/HPX (15 GHz),Ericsson
94548,35.8,60,2.2,,,MHz,,MHz,,Parabolic Dual Band,ANT3/3 C 1.2 7/8/15 HPX/HPX (8 GHz),Ericsson
94571,1,0,360,,,MHz,,MHz,,Omni Directional,CD30-148470 (VHF),RF Industries
94859,24,25,142,,,MHz,,MHz,,Cellular,AIR 3219_Traffic_Beams_Envelope B42,Ericsson
94889,33.6,60,3.3,,,MHz,,MHz,,Parabolic High Performance,ANT3 C 0.3 18 HPX,Ericsson
94899,34.4,60,3,,,MHz,,MHz,,Parabolic High Performance,ANT3 C 0.9 7/8 HPX,Ericsson
94900,39,65,1.7,,,MHz,,MHz,,Parabolic High Performance,ANT3 C 1.8 6 HPX,Ericsson
94902,33.4,65,3.3,,,MHz,,MHz,,Parabolic High Performance,ANT3 A 0.9 6 SHPX,Ericsson
94907,34.5,61,3.3,,,MHz,,MHz,,Parabolic Ultra High Performance,SLA0610S3S00A20,Shenglu
95070,9.1,0,360,,,MHz,,MHz,,ColinearVertical,COL45-420,RF INDUSTRIES
95091,24.4,27,114,,,,,,,Cellular,AIR 3219_Traffic_Beams_Envelope B42 NR,Ericsson
95114,31.7,26.9,106,,,,,,,Cellular,AIR 5322 B257 (CM2 Macro5 Envelope),Ericsson
95119,36,61,2.7,,,,,,,Parabolic Ultra High Performance,SLA0613S3S49A21,Shenglu
95120,30.9,56,4.7,,,,,,,Parabolic Ultra High Performance,SLA0313S3S49A21,Shenglu
95123,38.9,66,1.7,,,,,,,Parabolic High Performance,ADC1U1SN40DA (6GHz),Amphenol
95124,43,69,1,,,,,,,Parabolic High Performance,ADC1U1SN40DA (11GHz),Amphenol
95134,14.25,20,40,,,,,,,Dipole,149CP22 ANTENNA,M2 Inc
95171,7,6.9,178,,,,,,,Dipole,OA20-41,RF Industries
95205,28.7,28.2,106,,,,,,,Cellular,AIR 5322 B257 (CM1 Macro3 Envelope),Ericsson
95208,35.3,61,3,,,,,,,Parabolic High Performance,ANT3 A 0.9 7/8 HPX (333D02Hb),Ericsson
95209,37.1,63,2.2,,,,,,,Parabolic High Performance,ANT3 A 1.2 7/8 HPX (343D02Hb),Ericsson
95477,16.2,18,62,,,,,,,Cellular,F6RHEU01 (814-890 MHz),Kaelus
95478,15.6,17,69,,,,,,,Cellular,F6RHEU01 (703-788 MHz),Kaelus
95545,18.2,25,65,,,,,,,Cellular,12052FM02 (824-960 MHz),CellMax Technologies
95546,16.8,23,74,,,,,,,Cellular,12052FM02 (698-798 MHz),CellMax Technologies
95626,17.2,22,65,,,,,,,Cellular,P6BTEU02 (790-862 MHz),Kaelus
95627,16.7,22,69,,,,,,,Cellular,P6BTEU02 (698-790 MHz),Kaelus
95638,19.5,33,33,,,,,,,Cellular,R-33D-R1VB (790-894 MHz),Commscope
95639,19.1,36,37,,,,,,,Cellular,R-33D-R1VB (698-806 MHz),Commscope
95653,24.5,25,120,,,,,,,Panel(1sector),AVQL_3500,Nokia
95678,15.3,30,70,,,,,,,Panel (1 sector),KRE 101 2568/1_700,Ericsson
95679,16.3,40,65,,,,,,,Panel (1 sector),KRE 101 2568/1_900,Ericsson
95744,8,0,360,,,,,,,ColinearVertical,COL44-470,RF INDUSTRIES
95796,5.2,0,360,,,,,,,ColinearVertical,02520,BENELEC
95837,2.1,0,360,,,,,,,Omni Directional,CM162-AIS-B-SS,ZCG
95839,24.5,27.6,108,,,,,,,Cellular,AIR 3284_Traffic_Envelope_NR (2.5),Ericsson
95840,22.74,22.8,114,,,,,,,Cellular,AIR 3284_Traffic_Envelope_NR (2.1),Ericsson
95841,21.32,16.6,110,,,,,,,Cellular,AIR 3284_Traffic_Envelope_NR (1.8),Ericsson
95845,25.7,27.6,116,,,,,,,Cellular,AIR 6428_Traffic_Envelope_NR (3400-3800 MHz),Ericsson
95912,0,0,360,,,,,,,Omni Directional,AD-25/CW-3512-H Rev.B,Trival
